#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2022 01 17 12 30 00 1 4594.273
2022 01 17 12 15 00 1 4594.319
2022 01 17 12 00 00 1 4594.362
2022 01 17 11 45 00 1 4594.406
2022 01 17 11 30 00 1 4594.445
2022 01 17 11 15 00 1 4594.482
2022 01 17 11 00 00 1 4594.512
2022 01 17 10 45 00 1 4594.543
2022 01 17 10 30 00 1 4594.562
2022 01 17 10 15 00 1 4594.582
2022 01 17 10 00 00 1 4594.593
2022 01 17 09 45 00 1 4594.606
2022 01 17 09 30 00 1 4594.612
2022 01 17 09 15 00 1 4594.613
2022 01 17 09 00 00 1 4594.604
2022 01 17 08 45 00 1 4594.592
2022 01 17 08 30 00 1 4594.588
2022 01 17 08 15 00 1 4594.576
2022 01 17 08 00 00 1 4594.560
2022 01 17 07 45 00 1 4594.555
2022 01 17 07 30 00 1 4594.537
2022 01 17 07 15 00 1 4594.523
2022 01 17 07 00 00 1 4594.506
2022 01 17 06 45 00 1 4594.497
2022 01 17 06 30 00 1 4594.484
2022 01 17 06 15 00 1 4594.472
2022 01 17 06 00 00 1 4594.466
2022 01 17 05 45 00 1 4594.462
2022 01 17 05 30 00 1 4594.456
2022 01 17 05 15 00 1 4594.454
2022 01 17 05 00 00 1 4594.457
2022 01 17 04 45 00 1 4594.464
2022 01 17 04 30 00 1 4594.482
2022 01 17 04 15 00 1 4594.498
2022 01 17 04 00 00 1 4594.519
2022 01 17 03 45 00 1 4594.544
2022 01 17 03 30 00 1 4594.576
2022 01 17 03 15 00 1 4594.609
2022 01 17 03 00 00 1 4594.643
2022 01 17 02 45 00 1 4594.687
2022 01 17 02 30 00 1 4594.730
2022 01 17 02 15 00 1 4594.774
2022 01 17 02 00 00 1 4594.818
2022 01 17 01 45 00 1 4594.858
2022 01 17 01 30 00 1 4594.899
2022 01 17 01 15 00 1 4594.941
2022 01 17 01 00 00 1 4594.986
2022 01 17 00 45 00 1 4595.018
2022 01 17 00 30 00 1 4595.063
2022 01 17 00 15 00 1 4595.086
2022 01 17 00 00 00 1 4595.110
2022 01 16 23 45 00 1 4595.136
2022 01 16 23 30 00 1 4595.151
2022 01 16 23 15 00 1 4595.157
2022 01 16 23 00 00 1 4595.159
2022 01 16 22 45 00 1 4595.157
2022 01 16 22 30 00 1 4595.146
2022 01 16 22 15 00 1 4595.130
2022 01 16 22 00 00 1 4595.110
2022 01 16 21 45 00 1 4595.078
2022 01 16 21 30 00 1 4595.031
2022 01 16 21 15 00 1 4594.999
2022 01 16 21 00 00 1 4594.945
2022 01 16 20 45 00 1 4594.885
2022 01 16 20 30 00 1 4594.842
2022 01 16 20 15 00 1 4594.772
2022 01 16 20 00 00 1 4594.708
2022 01 16 19 45 00 1 4594.653
2022 01 16 19 30 00 1 4594.579
2022 01 16 19 15 00 1 4594.504
2022 01 16 19 00 00 1 4594.417
2022 01 16 18 45 00 1 4594.343
2022 01 16 18 30 00 1 4594.291
2022 01 16 18 15 00 1 4594.222
2022 01 16 18 00 00 1 4594.165
2022 01 16 17 45 00 1 4594.101
2022 01 16 17 30 00 1 4594.045
2022 01 16 17 15 00 1 4593.996
2022 01 16 17 00 00 1 4593.961
2022 01 16 16 45 00 1 4593.927
2022 01 16 16 30 00 1 4593.890
2022 01 16 16 15 00 1 4593.868
2022 01 16 16 00 00 1 4593.851
2022 01 16 15 45 00 1 4593.845
2022 01 16 15 30 00 1 4593.846
2022 01 16 15 15 00 1 4593.848
2022 01 16 15 00 00 1 4593.858
2022 01 16 14 45 00 1 4593.875
2022 01 16 14 30 00 1 4593.912
2022 01 16 14 15 00 1 4593.932
2022 01 16 14 00 00 1 4593.979
2022 01 16 13 45 00 1 4593.992
2022 01 16 13 30 00 1 4594.035
2022 01 16 13 15 00 1 4594.080
2022 01 16 13 00 00 1 4594.118
2022 01 16 12 45 00 1 4594.165
2022 01 16 12 30 00 1 4594.217
2022 01 16 12 15 00 1 4594.258
2022 01 16 12 00 00 1 4594.305
2022 01 16 11 45 00 1 4594.348
2022 01 16 11 30 00 1 4594.392
2022 01 16 11 15 00 1 4594.426
2022 01 16 11 00 00 1 4594.464
2022 01 16 10 45 00 1 4594.495
2022 01 16 10 30 00 1 4594.523
2022 01 16 10 15 00 1 4594.545
2022 01 16 10 00 00 1 4594.562
2022 01 16 09 45 00 1 4594.579
2022 01 16 09 30 00 1 4594.590
2022 01 16 09 15 00 1 4594.588
2022 01 16 09 00 00 1 4594.592
2022 01 16 08 45 00 1 4594.597
2022 01 16 08 30 00 1 4594.586
2022 01 16 08 15 00 1 4594.587
2022 01 16 08 00 00 1 4594.575
2022 01 16 07 45 00 1 4594.563
2022 01 16 07 30 00 1 4594.554
2022 01 16 07 15 00 1 4594.540
2022 01 16 07 00 00 1 4594.526
2022 01 16 06 45 00 1 4594.509
2022 01 16 06 30 00 1 4594.488
2022 01 16 06 15 00 1 4594.474
2022 01 16 06 00 00 1 4594.460
2022 01 16 05 45 00 1 4594.454
2022 01 16 05 30 00 1 4594.449
2022 01 16 05 15 00 1 4594.446
2022 01 16 05 00 00 1 4594.437
2022 01 16 04 45 00 1 4594.449
2022 01 16 04 30 00 1 4594.446
2022 01 16 04 15 00 1 4594.459
2022 01 16 04 00 00 1 4594.472
2022 01 16 03 45 00 1 4594.491
2022 01 16 03 30 00 1 4594.521
2022 01 16 03 15 00 1 4594.545
2022 01 16 03 00 00 1 4594.573
2022 01 16 02 45 00 1 4594.612
2022 01 16 02 30 00 1 4594.649
2022 01 16 02 15 00 1 4594.687
2022 01 16 02 00 00 1 4594.735
2022 01 16 01 45 00 1 4594.773
2022 01 16 01 30 00 1 4594.821
2022 01 16 01 15 00 1 4594.858
2022 01 16 01 00 00 1 4594.901
2022 01 16 00 45 00 1 4594.948
2022 01 16 00 30 00 1 4594.980
2022 01 16 00 15 00 1 4595.014
2022 01 16 00 00 00 1 4595.054
2022 01 15 23 45 00 1 4595.068
2022 01 15 23 30 00 1 4595.104
2022 01 15 23 15 00 1 4595.113
2022 01 15 23 00 00 1 4595.126
2022 01 15 22 45 00 1 4595.124
2022 01 15 22 30 00 1 4595.127
2022 01 15 22 15 00 1 4595.127
2022 01 15 22 00 00 1 4595.116
2022 01 15 21 45 00 1 4595.100
2022 01 15 21 30 00 1 4595.081
2022 01 15 21 15 00 1 4595.042
2022 01 15 21 00 00 1 4595.005
2022 01 15 20 45 00 1 4594.959
2022 01 15 20 30 00 1 4594.909
2022 01 15 20 15 00 1 4594.858
2022 01 15 20 00 00 1 4594.797
2022 01 15 19 45 00 1 4594.731
2022 01 15 19 30 00 1 4594.660
2022 01 15 19 15 00 1 4594.601
2022 01 15 19 00 00 1 4594.525
2022 01 15 18 45 00 1 4594.475
2022 01 15 18 30 00 1 4594.407
2022 01 15 18 15 00 1 4594.327
2022 01 15 18 00 00 1 4594.277
2022 01 15 17 45 00 1 4594.220
2022 01 15 17 30 00 1 4594.160
2022 01 15 17 15 00 1 4594.104
2022 01 15 16 59 00 2 4594.053
2022 01 15 16 58 00 2 4594.034
2022 01 15 16 57 00 2 4594.021
2022 01 15 16 56 00 2 4594.019
2022 01 15 16 55 00 2 4594.026
2022 01 15 16 54 00 2 4594.029
2022 01 15 16 53 00 2 4594.011
2022 01 15 16 52 00 2 4594.009
2022 01 15 16 51 00 2 4594.016
2022 01 15 16 50 00 2 4594.023
2022 01 15 16 49 00 2 4594.017
2022 01 15 16 48 00 2 4594.007
2022 01 15 16 47 00 2 4594.006
2022 01 15 16 46 00 2 4594.005
2022 01 15 16 45 00 2 4594.003
2022 01 15 16 44 00 2 4593.995
2022 01 15 16 43 00 2 4593.989
2022 01 15 16 42 00 2 4593.995
2022 01 15 16 41 00 2 4593.998
2022 01 15 16 40 00 2 4594.002
2022 01 15 16 39 00 2 4593.989
2022 01 15 16 38 00 2 4593.985
2022 01 15 16 37 00 2 4593.991
2022 01 15 16 36 00 2 4593.982
2022 01 15 16 35 00 2 4593.979
2022 01 15 16 34 00 2 4593.970
2022 01 15 16 33 00 2 4593.969
2022 01 15 16 32 00 2 4593.975
2022 01 15 16 31 00 2 4593.976
2022 01 15 16 30 00 2 4593.965
2022 01 15 16 29 00 2 4593.971
2022 01 15 16 28 00 2 4593.979
2022 01 15 16 27 00 2 4593.972
2022 01 15 16 26 00 2 4593.959
2022 01 15 16 25 00 2 4593.950
2022 01 15 16 24 00 2 4593.949
2022 01 15 16 23 00 2 4593.953
2022 01 15 16 22 00 2 4593.955
2022 01 15 16 21 00 2 4593.941
2022 01 15 16 20 00 2 4593.936
2022 01 15 16 19 00 2 4593.935
2022 01 15 16 18 00 2 4593.928
2022 01 15 16 17 00 2 4593.925
2022 01 15 16 16 00 2 4593.924
2022 01 15 16 15 00 2 4593.929
2022 01 15 16 14 00 2 4593.917
2022 01 15 16 13 00 2 4593.907
2022 01 15 16 12 00 2 4593.908
2022 01 15 16 11 00 2 4593.911
2022 01 15 16 10 00 2 4593.901
2022 01 15 16 09 00 2 4593.899
2022 01 15 16 08 00 2 4593.896
2022 01 15 16 07 00 2 4593.906
2022 01 15 16 06 00 2 4593.899
2022 01 15 16 05 00 2 4593.895
2022 01 15 16 04 00 2 4593.892
2022 01 15 16 03 00 2 4593.894
2022 01 15 16 02 00 2 4593.896
2022 01 15 16 01 00 2 4593.891
2022 01 15 16 00 00 2 4593.891
2022 01 15 15 59 00 2 4593.897
2022 01 15 15 58 00 2 4593.899
2022 01 15 15 57 00 2 4593.897
2022 01 15 15 56 00 2 4593.883
2022 01 15 15 55 00 2 4593.894
2022 01 15 15 54 00 2 4593.890
2022 01 15 15 53 00 2 4593.891
2022 01 15 15 52 00 2 4593.886
2022 01 15 15 51 00 2 4593.886
2022 01 15 15 50 00 2 4593.889
2022 01 15 15 49 00 2 4593.881
2022 01 15 15 48 00 2 4593.874
2022 01 15 15 47 00 2 4593.866
2022 01 15 15 46 00 2 4593.868
2022 01 15 15 45 00 2 4593.875
2022 01 15 15 44 00 2 4593.885
2022 01 15 15 43 00 2 4593.883
2022 01 15 15 42 00 2 4593.886
2022 01 15 15 41 00 2 4593.874
2022 01 15 15 40 00 2 4593.870
2022 01 15 15 39 00 2 4593.874
2022 01 15 15 38 00 2 4593.880
2022 01 15 15 37 00 2 4593.871
2022 01 15 15 36 00 2 4593.870
2022 01 15 15 35 00 2 4593.863
2022 01 15 15 34 00 2 4593.863
2022 01 15 15 33 00 2 4593.864
2022 01 15 15 32 00 2 4593.863
2022 01 15 15 31 00 2 4593.865
2022 01 15 15 30 00 2 4593.854
2022 01 15 15 29 00 2 4593.859
2022 01 15 15 28 00 2 4593.859
2022 01 15 15 27 00 2 4593.854
2022 01 15 15 26 00 2 4593.854
2022 01 15 15 25 00 2 4593.851
2022 01 15 15 24 00 2 4593.846
2022 01 15 15 23 00 2 4593.857
2022 01 15 15 22 00 2 4593.866
2022 01 15 15 21 00 2 4593.860
2022 01 15 15 20 00 2 4593.870
2022 01 15 15 19 00 2 4593.866
2022 01 15 15 18 00 2 4593.865
2022 01 15 15 17 00 2 4593.868
2022 01 15 15 16 00 2 4593.870
2022 01 15 15 15 00 2 4593.864
2022 01 15 15 14 00 2 4593.862
2022 01 15 15 13 00 2 4593.864
2022 01 15 15 12 00 2 4593.861
2022 01 15 15 11 00 2 4593.858
2022 01 15 15 10 00 2 4593.854
2022 01 15 15 09 00 2 4593.858
2022 01 15 15 08 00 2 4593.867
2022 01 15 15 07 00 2 4593.867
2022 01 15 15 06 00 2 4593.867
2022 01 15 15 05 00 2 4593.866
2022 01 15 15 04 00 2 4593.863
2022 01 15 15 03 00 2 4593.856
2022 01 15 15 02 00 2 4593.845
2022 01 15 15 01 00 2 4593.848
2022 01 15 15 00 00 2 4593.855
2022 01 15 14 59 00 2 4593.862
2022 01 15 14 58 00 2 4593.865
2022 01 15 14 57 00 2 4593.867
2022 01 15 14 56 00 2 4593.859
2022 01 15 14 55 00 2 4593.858
2022 01 15 14 54 00 2 4593.861
2022 01 15 14 53 00 2 4593.872
2022 01 15 14 52 00 2 4593.859
2022 01 15 14 51 00 2 4593.858
2022 01 15 14 50 00 2 4593.853
2022 01 15 14 49 00 2 4593.868
2022 01 15 14 48 00 2 4593.867
2022 01 15 14 47 00 2 4593.870
2022 01 15 14 46 00 2 4593.866
2022 01 15 14 45 00 2 4593.864
2022 01 15 14 44 00 2 4593.863
2022 01 15 14 43 00 2 4593.859
2022 01 15 14 42 00 2 4593.867
2022 01 15 14 41 00 2 4593.873
2022 01 15 14 40 00 2 4593.866
2022 01 15 14 39 00 2 4593.860
2022 01 15 14 38 00 2 4593.856
2022 01 15 14 37 00 2 4593.860
2022 01 15 14 36 00 2 4593.861
2022 01 15 14 35 00 2 4593.860
2022 01 15 14 34 00 2 4593.861
2022 01 15 14 33 00 2 4593.870
2022 01 15 14 32 00 2 4593.872
2022 01 15 14 31 00 2 4593.874
2022 01 15 14 30 00 2 4593.875
2022 01 15 14 29 00 2 4593.869
2022 01 15 14 28 00 2 4593.873
2022 01 15 14 27 00 2 4593.874
2022 01 15 14 26 00 2 4593.864
2022 01 15 14 25 00 2 4593.868
2022 01 15 14 24 00 2 4593.878
2022 01 15 14 23 00 2 4593.887
2022 01 15 14 22 00 2 4593.888
2022 01 15 14 21 00 2 4593.880
2022 01 15 14 20 00 2 4593.884
2022 01 15 14 19 00 2 4593.889
2022 01 15 14 18 00 2 4593.887
2022 01 15 14 17 00 2 4593.889
2022 01 15 14 16 00 2 4593.885
2022 01 15 14 15 00 2 4593.884
2022 01 15 14 14 00 2 4593.898
2022 01 15 14 13 00 2 4593.904
2022 01 15 14 12 00 2 4593.900
2022 01 15 14 11 00 2 4593.915
2022 01 15 14 10 00 2 4593.912
2022 01 15 14 09 00 2 4593.913
2022 01 15 14 08 00 2 4593.915
2022 01 15 14 07 00 2 4593.903
2022 01 15 14 06 00 2 4593.911
2022 01 15 14 05 00 2 4593.929
2022 01 15 14 04 00 2 4593.925
2022 01 15 14 03 00 2 4593.916
2022 01 15 14 02 00 2 4593.903
2022 01 15 14 01 00 2 4593.916
2022 01 15 14 00 00 2 4593.929
2022 01 15 13 59 00 2 4593.924
2022 01 15 13 58 00 2 4593.912
2022 01 15 13 57 00 2 4593.915
2022 01 15 13 56 00 2 4593.924
2022 01 15 13 55 00 2 4593.928
2022 01 15 13 54 00 2 4593.928
2022 01 15 13 53 00 2 4593.933
2022 01 15 13 52 00 2 4593.943
2022 01 15 13 51 00 2 4593.951
2022 01 15 13 50 00 2 4593.951
2022 01 15 13 49 00 2 4593.948
2022 01 15 13 48 00 2 4593.933
2022 01 15 13 47 00 2 4593.930
2022 01 15 13 46 00 2 4593.946
2022 01 15 13 45 00 2 4593.953
2022 01 15 13 44 00 2 4593.949
2022 01 15 13 43 00 2 4593.948
2022 01 15 13 42 00 2 4593.957
2022 01 15 13 41 00 2 4593.960
2022 01 15 13 40 00 2 4593.957
2022 01 15 13 39 00 2 4593.955
2022 01 15 13 38 00 2 4593.950
2022 01 15 13 37 00 2 4593.945
2022 01 15 13 36 00 2 4593.954
2022 01 15 13 35 00 2 4593.956
2022 01 15 13 34 00 2 4593.948
2022 01 15 13 33 00 2 4593.952
2022 01 15 13 32 00 2 4593.961
2022 01 15 13 31 00 2 4593.962
2022 01 15 13 30 00 2 4593.960
2022 01 15 13 29 00 2 4593.957
2022 01 15 13 28 00 2 4593.961
2022 01 15 13 27 00 2 4593.968
2022 01 15 13 26 00 2 4593.977
2022 01 15 13 25 00 2 4593.991
2022 01 15 13 24 00 2 4594.002
2022 01 15 13 23 00 2 4594.010
2022 01 15 13 22 00 2 4594.008
2022 01 15 13 21 00 2 4594.001
2022 01 15 13 20 00 2 4594.000
2022 01 15 13 19 00 2 4594.001
2022 01 15 13 18 00 2 4594.000
2022 01 15 13 17 00 2 4594.003
2022 01 15 13 16 00 2 4594.017
2022 01 15 13 15 00 2 4594.009
2022 01 15 13 14 00 2 4594.003
2022 01 15 13 13 00 2 4594.005
2022 01 15 13 12 00 2 4594.003
2022 01 15 13 11 00 2 4593.995
2022 01 15 13 10 00 2 4593.972
2022 01 15 13 09 00 2 4593.975
2022 01 15 13 08 00 2 4594.001
2022 01 15 13 07 00 2 4594.008
2022 01 15 13 06 00 2 4593.997
2022 01 15 13 05 00 2 4593.998
2022 01 15 13 04 00 2 4594.010
2022 01 15 13 03 00 2 4594.025
2022 01 15 13 02 00 2 4594.043
2022 01 15 13 01 00 2 4594.039
2022 01 15 13 00 00 2 4594.038
2022 01 15 12 59 00 2 4594.043
2022 01 15 12 58 00 2 4594.039
2022 01 15 12 57 00 2 4594.039
2022 01 15 12 56 00 2 4594.034
2022 01 15 12 55 00 2 4594.033
2022 01 15 12 54 00 2 4594.042
2022 01 15 12 53 00 2 4594.051
2022 01 15 12 52 00 2 4594.061
2022 01 15 12 51 00 2 4594.074
2022 01 15 12 50 00 2 4594.076
2022 01 15 12 49 00 2 4594.070
2022 01 15 12 48 00 2 4594.064
2022 01 15 12 47 00 2 4594.062
2022 01 15 12 46 00 2 4594.068
2022 01 15 12 45 00 2 4594.065
2022 01 15 12 44 00 2 4594.066
2022 01 15 12 43 00 2 4594.081
2022 01 15 12 42 00 2 4594.091
2022 01 15 12 41 00 2 4594.096
2022 01 15 12 40 00 2 4594.098
2022 01 15 12 39 00 2 4594.104
2022 01 15 12 38 00 2 4594.109
2022 01 15 12 37 00 2 4594.110
2022 01 15 12 36 00 2 4594.112
2022 01 15 12 35 00 2 4594.114
2022 01 15 12 34 00 2 4594.116
2022 01 15 12 33 00 2 4594.120
2022 01 15 12 32 00 2 4594.124
2022 01 15 12 31 00 2 4594.124
2022 01 15 12 30 00 2 4594.122
2022 01 15 12 29 00 2 4594.117
2022 01 15 12 28 00 2 4594.128
2022 01 15 12 27 00 2 4594.152
2022 01 15 12 26 00 2 4594.158
2022 01 15 12 25 00 2 4594.153
2022 01 15 12 24 00 2 4594.148
2022 01 15 12 23 00 2 4594.145
2022 01 15 12 22 00 2 4594.147
2022 01 15 12 21 00 2 4594.149
2022 01 15 12 20 00 2 4594.150
2022 01 15 12 19 00 2 4594.150
2022 01 15 12 18 00 2 4594.152
2022 01 15 12 17 00 2 4594.157
2022 01 15 12 16 00 2 4594.169
2022 01 15 12 15 00 2 4594.183
2022 01 15 12 14 00 2 4594.194
2022 01 15 12 13 00 2 4594.198
2022 01 15 12 12 00 2 4594.199
2022 01 15 12 11 00 2 4594.203
2022 01 15 12 10 00 2 4594.203
2022 01 15 12 09 00 2 4594.202
2022 01 15 12 08 00 2 4594.202
2022 01 15 12 07 00 2 4594.197
2022 01 15 12 06 00 2 4594.199
2022 01 15 12 05 00 2 4594.207
2022 01 15 12 04 00 2 4594.205
2022 01 15 12 03 00 2 4594.203
2022 01 15 12 02 00 2 4594.208
2022 01 15 12 01 00 2 4594.210
2022 01 15 12 00 00 2 4594.203
2022 01 15 11 59 00 2 4594.201
2022 01 15 11 58 00 2 4594.201
2022 01 15 11 57 00 2 4594.203
2022 01 15 11 56 00 2 4594.210
2022 01 15 11 55 00 2 4594.220
2022 01 15 11 54 00 2 4594.230
2022 01 15 11 53 00 2 4594.234
2022 01 15 11 52 00 2 4594.231
2022 01 15 11 51 00 2 4594.235
2022 01 15 11 50 00 2 4594.245
2022 01 15 11 49 00 2 4594.249
2022 01 15 11 48 00 2 4594.252
2022 01 15 11 47 00 2 4594.260
2022 01 15 11 46 00 2 4594.264
2022 01 15 11 45 00 2 4594.266
2022 01 15 11 44 00 2 4594.269
2022 01 15 11 43 00 2 4594.273
2022 01 15 11 42 00 2 4594.281
2022 01 15 11 41 00 2 4594.294
2022 01 15 11 40 00 2 4594.301
2022 01 15 11 39 00 2 4594.300
2022 01 15 11 38 00 2 4594.297
2022 01 15 11 37 00 2 4594.300
2022 01 15 11 36 00 2 4594.299
2022 01 15 11 35 00 2 4594.297
2022 01 15 11 34 00 2 4594.294
2022 01 15 11 33 00 2 4594.288
2022 01 15 11 32 00 2 4594.282
2022 01 15 11 31 00 2 4594.280
2022 01 15 11 30 00 2 4594.273
2022 01 15 11 29 00 2 4594.265
2022 01 15 11 28 00 2 4594.264
2022 01 15 11 27 00 2 4594.275
2022 01 15 11 26 00 2 4594.287
2022 01 15 11 25 00 2 4594.294
2022 01 15 11 24 00 2 4594.297
2022 01 15 11 23 00 2 4594.294
2022 01 15 11 22 00 2 4594.287
2022 01 15 11 21 00 2 4594.284
2022 01 15 11 20 00 2 4594.286
2022 01 15 11 19 00 2 4594.299
2022 01 15 11 18 00 2 4594.318
2022 01 15 11 17 00 2 4594.334
2022 01 15 11 16 00 2 4594.345
2022 01 15 11 15 00 2 4594.350
2022 01 15 11 14 00 2 4594.345
2022 01 15 11 13 00 2 4594.334
2022 01 15 11 12 00 2 4594.322
2022 01 15 11 11 00 2 4594.321
2022 01 15 11 10 00 2 4594.333
2022 01 15 11 09 00 2 4594.346
2022 01 15 11 08 00 2 4594.359
2022 01 15 11 07 00 2 4594.371
2022 01 15 11 06 00 2 4594.380
2022 01 15 11 05 00 2 4594.382
2022 01 15 11 04 00 2 4594.380
2022 01 15 11 03 00 2 4594.382
2022 01 15 11 02 00 2 4594.385
2022 01 15 11 01 00 2 4594.384
2022 01 15 11 00 00 2 4594.381
2022 01 15 10 59 00 2 4594.380
2022 01 15 10 58 00 2 4594.387
2022 01 15 10 57 00 2 4594.398
2022 01 15 10 56 00 2 4594.405
2022 01 15 10 55 00 2 4594.411
2022 01 15 10 54 00 2 4594.409
2022 01 15 10 53 00 2 4594.395
2022 01 15 10 52 00 2 4594.375
2022 01 15 10 51 00 2 4594.362
2022 01 15 10 50 00 2 4594.365
2022 01 15 10 49 00 2 4594.379
2022 01 15 10 48 00 2 4594.395
2022 01 15 10 47 00 2 4594.412
2022 01 15 10 46 00 2 4594.431
2022 01 15 10 45 00 2 4594.444
2022 01 15 10 44 00 2 4594.441
2022 01 15 10 43 00 2 4594.425
2022 01 15 10 42 00 2 4594.402
2022 01 15 10 41 00 2 4594.386
2022 01 15 10 40 00 2 4594.387
2022 01 15 10 39 00 2 4594.401
2022 01 15 10 38 00 2 4594.417
2022 01 15 10 37 00 2 4594.433
2022 01 15 10 36 00 2 4594.448
2022 01 15 10 35 00 2 4594.456
2022 01 15 10 34 00 2 4594.457
2022 01 15 10 33 00 2 4594.450
2022 01 15 10 32 00 2 4594.439
2022 01 15 10 31 00 2 4594.430
2022 01 15 10 30 00 2 4594.429
2022 01 15 10 29 00 2 4594.433
2022 01 15 10 28 00 2 4594.443
2022 01 15 10 27 00 2 4594.457
2022 01 15 10 26 00 2 4594.469
2022 01 15 10 25 00 2 4594.480
2022 01 15 10 24 00 2 4594.486
2022 01 15 10 23 00 2 4594.483
2022 01 15 10 22 00 2 4594.474
2022 01 15 10 21 00 2 4594.464
2022 01 15 10 20 00 2 4594.451
2022 01 15 10 19 00 2 4594.444
2022 01 15 10 18 00 2 4594.447
2022 01 15 10 17 00 2 4594.454
2022 01 15 10 16 00 2 4594.461
2022 01 15 10 15 00 2 4594.468
2022 01 15 10 14 00 2 4594.475
2022 01 15 10 13 00 2 4594.477
2022 01 15 10 12 00 2 4594.476
2022 01 15 10 11 00 2 4594.471
2022 01 15 10 10 00 2 4594.467
2022 01 15 10 09 00 2 4594.470
2022 01 15 10 08 00 2 4594.478
2022 01 15 10 07 00 2 4594.484
2022 01 15 10 06 00 2 4594.486
2022 01 15 10 05 00 2 4594.486
2022 01 15 10 04 00 2 4594.484
2022 01 15 10 03 00 2 4594.485
2022 01 15 10 02 00 2 4594.491
2022 01 15 10 01 00 2 4594.499
2022 01 15 10 00 00 2 4594.504
2022 01 15 09 59 00 2 4594.507
2022 01 15 09 58 00 2 4594.507
2022 01 15 09 57 00 2 4594.505
2022 01 15 09 56 00 2 4594.503
2022 01 15 09 55 00 2 4594.499
2022 01 15 09 54 00 3 4594.495
2022 01 15 09 54 00 2 4594.496
2022 01 15 09 53 45 3 4594.496
2022 01 15 09 53 30 3 4594.497
2022 01 15 09 53 15 3 4594.499
2022 01 15 09 53 00 3 4594.501
2022 01 15 09 53 00 2 4594.498
2022 01 15 09 52 45 3 4594.502
2022 01 15 09 52 30 3 4594.504
2022 01 15 09 52 15 3 4594.505
2022 01 15 09 52 00 3 4594.506
2022 01 15 09 52 00 2 4594.504
2022 01 15 09 51 45 3 4594.507
2022 01 15 09 51 30 3 4594.507
2022 01 15 09 51 15 3 4594.506
2022 01 15 09 51 00 3 4594.504
2022 01 15 09 51 00 2 4594.506
2022 01 15 09 50 45 3 4594.502
2022 01 15 09 50 30 3 4594.500
2022 01 15 09 50 15 3 4594.498
2022 01 15 09 50 00 2 4594.499
2022 01 15 09 49 00 2 4594.492
2022 01 15 09 48 00 2 4594.488
2022 01 15 09 47 00 2 4594.489
2022 01 15 09 46 00 2 4594.490
2022 01 15 09 45 00 2 4594.485
2022 01 15 09 44 00 2 4594.481
2022 01 15 09 43 00 2 4594.482
2022 01 15 09 42 00 2 4594.483
2022 01 15 09 41 00 2 4594.487
2022 01 15 09 40 00 2 4594.491
2022 01 15 09 39 00 2 4594.495
2022 01 15 09 38 00 2 4594.499
2022 01 15 09 37 00 2 4594.504
2022 01 15 09 36 00 2 4594.509
2022 01 15 09 35 00 2 4594.508
2022 01 15 09 34 00 2 4594.509
2022 01 15 09 33 00 2 4594.511
2022 01 15 09 32 00 2 4594.512
2022 01 15 09 31 00 2 4594.514
2022 01 15 09 30 00 2 4594.513
2022 01 15 09 29 00 2 4594.511
2022 01 15 09 28 00 2 4594.510
2022 01 15 09 27 00 2 4594.511
2022 01 15 09 26 00 2 4594.513
2022 01 15 09 25 00 2 4594.518
2022 01 15 09 24 00 2 4594.524
2022 01 15 09 23 00 2 4594.528
2022 01 15 09 22 00 2 4594.529
2022 01 15 09 21 00 2 4594.532
2022 01 15 09 20 00 2 4594.537
2022 01 15 09 19 00 2 4594.540
2022 01 15 09 18 00 2 4594.539
2022 01 15 09 17 00 2 4594.540
2022 01 15 09 16 00 2 4594.545
2022 01 15 09 15 00 2 4594.548
2022 01 15 09 14 00 2 4594.546
2022 01 15 09 13 00 2 4594.543
2022 01 15 09 12 00 2 4594.542
2022 01 15 09 11 00 2 4594.547
2022 01 15 09 10 00 2 4594.552
2022 01 15 09 09 00 2 4594.555
2022 01 15 09 08 00 2 4594.552
2022 01 15 09 07 00 2 4594.549
2022 01 15 09 06 00 2 4594.549
2022 01 15 09 05 00 2 4594.549
2022 01 15 09 04 00 2 4594.547
2022 01 15 09 03 00 2 4594.549
2022 01 15 09 02 00 2 4594.552
2022 01 15 09 01 00 2 4594.555
2022 01 15 09 00 00 2 4594.557
2022 01 15 09 00 00 1 4594.557
2022 01 15 08 59 00 2 4594.556
2022 01 15 08 58 00 2 4594.556
2022 01 15 08 57 00 2 4594.554
2022 01 15 08 56 00 2 4594.555
2022 01 15 08 55 00 2 4594.556
2022 01 15 08 54 00 2 4594.555
2022 01 15 08 53 00 2 4594.558
2022 01 15 08 52 00 2 4594.555
2022 01 15 08 51 00 2 4594.550
2022 01 15 08 50 00 2 4594.552
2022 01 15 08 49 00 2 4594.555
2022 01 15 08 48 00 2 4594.558
2022 01 15 08 47 00 2 4594.560
2022 01 15 08 46 00 2 4594.563
2022 01 15 08 45 00 2 4594.566
2022 01 15 08 45 00 1 4594.568
2022 01 15 08 44 00 2 4594.570
2022 01 15 08 43 00 2 4594.576
2022 01 15 08 42 00 2 4594.580
2022 01 15 08 41 00 2 4594.583
2022 01 15 08 40 00 2 4594.581
2022 01 15 08 39 00 2 4594.578
2022 01 15 08 38 00 2 4594.575
2022 01 15 08 37 00 2 4594.574
2022 01 15 08 36 00 2 4594.571
2022 01 15 08 35 00 2 4594.564
