#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2022 01 24 18 45 00 1 4594.485
2022 01 24 18 30 00 1 4594.485
2022 01 24 18 15 00 1 4594.487
2022 01 24 18 00 00 1 4594.488
2022 01 24 17 45 00 1 4594.488
2022 01 24 17 30 00 1 4594.490
2022 01 24 17 15 00 1 4594.489
2022 01 24 17 00 00 1 4594.488
2022 01 24 16 45 00 1 4594.485
2022 01 24 16 30 00 1 4594.483
2022 01 24 16 15 00 1 4594.479
2022 01 24 16 00 00 1 4594.472
2022 01 24 15 45 00 1 4594.465
2022 01 24 15 30 00 1 4594.458
2022 01 24 15 15 00 1 4594.445
2022 01 24 15 00 00 1 4594.434
2022 01 24 14 45 00 1 4594.421
2022 01 24 14 30 00 1 4594.407
2022 01 24 14 15 00 1 4594.393
2022 01 24 14 00 00 1 4594.377
2022 01 24 13 45 00 1 4594.364
2022 01 24 13 30 00 1 4594.350
2022 01 24 13 15 00 1 4594.337
2022 01 24 13 00 00 1 4594.322
2022 01 24 12 45 00 1 4594.309
2022 01 24 12 30 00 1 4594.297
2022 01 24 12 15 00 1 4594.285
2022 01 24 12 00 00 1 4594.277
2022 01 24 11 45 00 1 4594.269
2022 01 24 11 30 00 1 4594.265
2022 01 24 11 15 00 1 4594.263
2022 01 24 11 00 00 1 4594.258
2022 01 24 10 45 00 1 4594.257
2022 01 24 10 30 00 1 4594.258
2022 01 24 10 15 00 1 4594.261
2022 01 24 10 00 00 1 4594.266
2022 01 24 09 45 00 1 4594.275
2022 01 24 09 30 00 1 4594.287
2022 01 24 09 15 00 1 4594.300
2022 01 24 09 00 00 1 4594.316
2022 01 24 08 45 00 1 4594.335
2022 01 24 08 30 00 1 4594.356
2022 01 24 08 15 00 1 4594.380
2022 01 24 08 00 00 1 4594.407
2022 01 24 07 45 00 1 4594.436
2022 01 24 07 30 00 1 4594.465
2022 01 24 07 15 00 1 4594.492
2022 01 24 07 00 00 1 4594.522
2022 01 24 06 45 00 1 4594.554
2022 01 24 06 30 00 1 4594.586
2022 01 24 06 15 00 1 4594.614
2022 01 24 06 00 00 1 4594.644
2022 01 24 05 45 00 1 4594.673
2022 01 24 05 30 00 1 4594.701
2022 01 24 05 15 00 1 4594.730
2022 01 24 05 00 00 1 4594.756
2022 01 24 04 45 00 1 4594.779
2022 01 24 04 30 00 1 4594.799
2022 01 24 04 15 00 1 4594.818
2022 01 24 04 00 00 1 4594.835
2022 01 24 03 45 00 1 4594.851
2022 01 24 03 30 00 1 4594.862
2022 01 24 03 15 00 1 4594.870
2022 01 24 03 00 00 1 4594.876
2022 01 24 02 45 00 1 4594.878
2022 01 24 02 30 00 1 4594.878
2022 01 24 02 15 00 1 4594.874
2022 01 24 02 00 00 1 4594.865
2022 01 24 01 45 00 1 4594.854
2022 01 24 01 30 00 1 4594.839
2022 01 24 01 15 00 1 4594.822
2022 01 24 01 00 00 1 4594.801
2022 01 24 00 45 00 1 4594.777
2022 01 24 00 30 00 1 4594.755
2022 01 24 00 15 00 1 4594.728
2022 01 24 00 00 00 1 4594.701
2022 01 23 23 45 00 1 4594.675
2022 01 23 23 30 00 1 4594.646
2022 01 23 23 15 00 1 4594.616
2022 01 23 23 00 00 1 4594.585
2022 01 23 22 45 00 1 4594.556
2022 01 23 22 30 00 1 4594.525
2022 01 23 22 15 00 1 4594.495
2022 01 23 22 00 00 1 4594.467
2022 01 23 21 45 00 1 4594.440
2022 01 23 21 30 00 1 4594.417
2022 01 23 21 15 00 1 4594.393
2022 01 23 21 00 00 1 4594.374
2022 01 23 20 45 00 1 4594.357
2022 01 23 20 30 00 1 4594.344
2022 01 23 20 15 00 1 4594.331
2022 01 23 20 00 00 1 4594.320
2022 01 23 19 45 00 1 4594.310
2022 01 23 19 30 00 1 4594.304
2022 01 23 19 15 00 1 4594.301
2022 01 23 19 00 00 1 4594.300
2022 01 23 18 45 00 1 4594.302
2022 01 23 18 30 00 1 4594.304
2022 01 23 18 15 00 1 4594.310
2022 01 23 18 00 00 1 4594.317
2022 01 23 17 45 00 1 4594.326
2022 01 23 17 30 00 1 4594.335
2022 01 23 17 15 00 1 4594.347
2022 01 23 17 00 00 1 4594.356
2022 01 23 16 45 00 1 4594.365
2022 01 23 16 30 00 1 4594.373
2022 01 23 16 15 00 1 4594.381
2022 01 23 16 00 00 1 4594.392
2022 01 23 15 45 00 1 4594.403
2022 01 23 15 30 00 1 4594.415
2022 01 23 15 15 00 1 4594.423
2022 01 23 15 00 00 1 4594.432
2022 01 23 14 45 00 1 4594.438
2022 01 23 14 30 00 1 4594.441
2022 01 23 14 15 00 1 4594.443
2022 01 23 14 00 00 1 4594.444
2022 01 23 13 45 00 1 4594.443
2022 01 23 13 30 00 1 4594.441
2022 01 23 13 15 00 1 4594.437
2022 01 23 13 00 00 1 4594.433
2022 01 23 12 45 00 1 4594.428
2022 01 23 12 30 00 1 4594.421
2022 01 23 12 15 00 1 4594.414
2022 01 23 12 00 00 1 4594.407
2022 01 23 11 45 00 1 4594.400
2022 01 23 11 30 00 1 4594.392
2022 01 23 11 15 00 1 4594.383
2022 01 23 11 00 00 1 4594.376
2022 01 23 10 45 00 1 4594.369
2022 01 23 10 30 00 1 4594.361
2022 01 23 10 15 00 1 4594.356
2022 01 23 10 00 00 1 4594.353
2022 01 23 09 45 00 1 4594.349
2022 01 23 09 30 00 1 4594.352
2022 01 23 09 15 00 1 4594.355
2022 01 23 09 00 00 1 4594.361
2022 01 23 08 45 00 1 4594.368
2022 01 23 08 30 00 1 4594.377
2022 01 23 08 15 00 1 4594.391
2022 01 23 08 00 00 1 4594.403
2022 01 23 07 45 00 1 4594.418
2022 01 23 07 30 00 1 4594.436
2022 01 23 07 15 00 1 4594.456
2022 01 23 07 00 00 1 4594.480
2022 01 23 06 45 00 1 4594.505
2022 01 23 06 30 00 1 4594.534
2022 01 23 06 15 00 1 4594.567
2022 01 23 06 00 00 1 4594.600
2022 01 23 05 45 00 1 4594.632
2022 01 23 05 30 00 1 4594.664
2022 01 23 05 15 00 1 4594.696
2022 01 23 05 00 00 1 4594.729
2022 01 23 04 45 00 1 4594.759
2022 01 23 04 30 00 1 4594.789
2022 01 23 04 15 00 1 4594.818
2022 01 23 04 00 00 1 4594.846
2022 01 23 03 45 00 1 4594.871
2022 01 23 03 30 00 1 4594.893
2022 01 23 03 15 00 1 4594.912
2022 01 23 03 00 00 1 4594.930
2022 01 23 02 45 00 1 4594.945
2022 01 23 02 30 00 1 4594.954
2022 01 23 02 15 00 1 4594.959
2022 01 23 02 00 00 1 4594.961
2022 01 23 01 45 00 1 4594.957
2022 01 23 01 30 00 1 4594.952
2022 01 23 01 15 00 1 4594.942
2022 01 23 01 00 00 1 4594.926
2022 01 23 00 45 00 1 4594.907
2022 01 23 00 30 00 1 4594.885
2022 01 23 00 15 00 1 4594.858
2022 01 23 00 00 00 1 4594.827
2022 01 22 23 45 00 1 4594.793
2022 01 22 23 30 00 1 4594.758
2022 01 22 23 15 00 1 4594.720
2022 01 22 23 00 00 1 4594.681
2022 01 22 22 45 00 1 4594.641
2022 01 22 22 30 00 1 4594.598
2022 01 22 22 15 00 1 4594.556
2022 01 22 22 00 00 1 4594.516
2022 01 22 21 45 00 1 4594.472
2022 01 22 21 30 00 1 4594.433
2022 01 22 21 15 00 1 4594.395
2022 01 22 21 00 00 1 4594.357
2022 01 22 20 45 00 1 4594.320
2022 01 22 20 30 00 1 4594.286
2022 01 22 20 15 00 1 4594.255
2022 01 22 20 00 00 1 4594.226
2022 01 22 19 45 00 1 4594.202
2022 01 22 19 30 00 1 4594.182
2022 01 22 19 15 00 1 4594.167
2022 01 22 19 00 00 1 4594.155
2022 01 22 18 45 00 1 4594.146
2022 01 22 18 30 00 1 4594.142
2022 01 22 18 15 00 1 4594.142
2022 01 22 18 00 00 1 4594.146
2022 01 22 17 45 00 1 4594.152
2022 01 22 17 30 00 1 4594.162
2022 01 22 17 15 00 1 4594.176
2022 01 22 17 00 00 1 4594.190
2022 01 22 16 45 00 1 4594.209
2022 01 22 16 30 00 1 4594.228
2022 01 22 16 15 00 1 4594.247
2022 01 22 16 00 00 1 4594.268
2022 01 22 15 45 00 1 4594.292
2022 01 22 15 30 00 1 4594.312
2022 01 22 15 15 00 1 4594.335
2022 01 22 15 00 00 1 4594.355
2022 01 22 14 45 00 1 4594.376
2022 01 22 14 30 00 1 4594.396
2022 01 22 14 15 00 1 4594.411
2022 01 22 14 00 00 1 4594.427
2022 01 22 13 45 00 1 4594.443
2022 01 22 13 30 00 1 4594.457
2022 01 22 13 15 00 1 4594.467
2022 01 22 13 00 00 1 4594.477
2022 01 22 12 45 00 1 4594.483
2022 01 22 12 30 00 1 4594.489
2022 01 22 12 15 00 1 4594.490
2022 01 22 12 00 00 1 4594.490
2022 01 22 11 45 00 1 4594.488
2022 01 22 11 30 00 1 4594.485
2022 01 22 11 15 00 1 4594.480
2022 01 22 11 00 00 1 4594.474
2022 01 22 10 45 00 1 4594.467
2022 01 22 10 30 00 1 4594.459
2022 01 22 10 15 00 1 4594.452
2022 01 22 10 00 00 1 4594.443
2022 01 22 09 45 00 1 4594.436
2022 01 22 09 30 00 1 4594.430
2022 01 22 09 15 00 1 4594.425
2022 01 22 09 00 00 1 4594.420
2022 01 22 08 45 00 1 4594.420
2022 01 22 08 30 00 1 4594.420
2022 01 22 08 15 00 1 4594.425
2022 01 22 08 00 00 1 4594.429
2022 01 22 07 45 00 1 4594.435
2022 01 22 07 30 00 1 4594.445
2022 01 22 07 15 00 1 4594.456
2022 01 22 07 00 00 1 4594.471
2022 01 22 06 45 00 1 4594.488
2022 01 22 06 30 00 1 4594.512
2022 01 22 06 15 00 1 4594.537
2022 01 22 06 00 00 1 4594.563
2022 01 22 05 45 00 1 4594.593
2022 01 22 05 30 00 1 4594.623
2022 01 22 05 15 00 1 4594.655
2022 01 22 05 00 00 1 4594.689
2022 01 22 04 45 00 1 4594.724
2022 01 22 04 30 00 1 4594.759
2022 01 22 04 15 00 1 4594.794
2022 01 22 04 00 00 1 4594.828
2022 01 22 03 45 00 1 4594.863
2022 01 22 03 30 00 1 4594.896
2022 01 22 03 15 00 1 4594.926
2022 01 22 03 00 00 1 4594.953
2022 01 22 02 45 00 1 4594.978
2022 01 22 02 30 00 1 4594.998
2022 01 22 02 15 00 1 4595.015
2022 01 22 02 00 00 1 4595.028
2022 01 22 01 45 00 1 4595.037
2022 01 22 01 30 00 1 4595.041
2022 01 22 01 15 00 1 4595.041
2022 01 22 01 00 00 1 4595.035
2022 01 22 00 45 00 1 4595.022
2022 01 22 00 30 00 1 4595.007
2022 01 22 00 15 00 1 4594.989
2022 01 22 00 00 00 1 4594.962
2022 01 21 23 45 00 1 4594.930
2022 01 21 23 30 00 1 4594.895
2022 01 21 23 15 00 1 4594.856
2022 01 21 23 00 00 1 4594.813
2022 01 21 22 45 00 1 4594.767
2022 01 21 22 30 00 1 4594.719
2022 01 21 22 15 00 1 4594.668
2022 01 21 22 00 00 1 4594.612
2022 01 21 21 45 00 1 4594.559
2022 01 21 21 30 00 1 4594.506
2022 01 21 21 15 00 1 4594.454
2022 01 21 21 00 00 1 4594.403
2022 01 21 20 45 00 1 4594.352
2022 01 21 20 30 00 1 4594.301
2022 01 21 20 15 00 1 4594.251
2022 01 21 20 00 00 1 4594.206
2022 01 21 19 45 00 1 4594.168
2022 01 21 19 30 00 1 4594.132
2022 01 21 19 15 00 1 4594.102
2022 01 21 19 00 00 1 4594.074
2022 01 21 18 45 00 1 4594.051
2022 01 21 18 30 00 1 4594.031
2022 01 21 18 15 00 1 4594.018
2022 01 21 18 00 00 1 4594.012
2022 01 21 17 45 00 1 4594.012
2022 01 21 17 30 00 1 4594.017
2022 01 21 17 15 00 1 4594.028
2022 01 21 17 00 00 1 4594.038
2022 01 21 16 45 00 1 4594.056
2022 01 21 16 30 00 1 4594.076
2022 01 21 16 15 00 1 4594.098
2022 01 21 16 00 00 1 4594.126
2022 01 21 15 45 00 1 4594.155
2022 01 21 15 30 00 1 4594.187
2022 01 21 15 15 00 1 4594.217
2022 01 21 15 00 00 1 4594.250
2022 01 21 14 45 00 1 4594.282
2022 01 21 14 30 00 1 4594.313
2022 01 21 14 15 00 1 4594.343
2022 01 21 14 00 00 1 4594.376
2022 01 21 13 45 00 1 4594.403
2022 01 21 13 30 00 1 4594.428
2022 01 21 13 15 00 1 4594.453
2022 01 21 13 00 00 1 4594.476
2022 01 21 12 45 00 1 4594.498
2022 01 21 12 30 00 1 4594.517
2022 01 21 12 15 00 1 4594.531
2022 01 21 12 00 00 1 4594.544
2022 01 21 11 45 00 1 4594.554
2022 01 21 11 30 00 1 4594.559
2022 01 21 11 15 00 1 4594.562
2022 01 21 11 00 00 1 4594.561
2022 01 21 10 45 00 1 4594.558
2022 01 21 10 30 00 1 4594.552
2022 01 21 10 15 00 1 4594.544
2022 01 21 10 00 00 1 4594.536
2022 01 21 09 45 00 1 4594.525
2022 01 21 09 30 00 1 4594.515
2022 01 21 09 15 00 1 4594.508
2022 01 21 09 00 00 1 4594.498
2022 01 21 08 45 00 1 4594.491
2022 01 21 08 30 00 1 4594.484
2022 01 21 08 15 00 1 4594.480
2022 01 21 08 00 00 1 4594.475
2022 01 21 07 45 00 1 4594.473
2022 01 21 07 30 00 1 4594.472
2022 01 21 07 15 00 1 4594.474
2022 01 21 07 00 00 1 4594.476
2022 01 21 06 45 00 1 4594.483
2022 01 21 06 30 00 1 4594.492
2022 01 21 06 15 00 1 4594.504
2022 01 21 06 00 00 1 4594.521
2022 01 21 05 45 00 1 4594.543
2022 01 21 05 30 00 1 4594.568
2022 01 21 05 15 00 1 4594.600
2022 01 21 05 00 00 1 4594.633
2022 01 21 04 45 00 1 4594.667
2022 01 21 04 30 00 1 4594.704
2022 01 21 04 15 00 1 4594.742
2022 01 21 04 00 00 1 4594.782
2022 01 21 03 45 00 1 4594.819
2022 01 21 03 30 00 1 4594.856
2022 01 21 03 15 00 1 4594.893
2022 01 21 03 00 00 1 4594.929
2022 01 21 02 45 00 1 4594.963
2022 01 21 02 30 00 1 4594.994
2022 01 21 02 15 00 1 4595.021
2022 01 21 02 00 00 1 4595.044
2022 01 21 01 45 00 1 4595.062
2022 01 21 01 30 00 1 4595.077
2022 01 21 01 15 00 1 4595.086
2022 01 21 01 00 00 1 4595.090
2022 01 21 00 45 00 1 4595.090
2022 01 21 00 30 00 1 4595.083
2022 01 21 00 15 00 1 4595.075
2022 01 21 00 00 00 1 4595.058
2022 01 20 23 45 00 1 4595.036
2022 01 20 23 30 00 1 4595.008
2022 01 20 23 15 00 1 4594.975
2022 01 20 23 00 00 1 4594.933
2022 01 20 22 45 00 1 4594.888
2022 01 20 22 30 00 1 4594.840
2022 01 20 22 15 00 1 4594.790
2022 01 20 22 00 00 1 4594.732
2022 01 20 21 45 00 1 4594.672
2022 01 20 21 30 00 1 4594.613
2022 01 20 21 15 00 1 4594.549
2022 01 20 21 00 00 1 4594.489
2022 01 20 20 45 00 1 4594.427
2022 01 20 20 30 00 1 4594.365
2022 01 20 20 15 00 1 4594.305
2022 01 20 20 00 00 1 4594.251
2022 01 20 19 45 00 1 4594.197
2022 01 20 19 30 00 1 4594.148
2022 01 20 19 15 00 1 4594.099
2022 01 20 19 00 00 1 4594.055
2022 01 20 18 45 00 1 4594.018
2022 01 20 18 30 00 1 4593.989
2022 01 20 18 15 00 1 4593.962
2022 01 20 18 00 00 1 4593.941
2022 01 20 17 45 00 1 4593.929
2022 01 20 17 30 00 1 4593.921
2022 01 20 17 15 00 1 4593.918
2022 01 20 17 00 00 1 4593.923
2022 01 20 16 45 00 1 4593.932
2022 01 20 16 30 00 1 4593.950
2022 01 20 16 15 00 1 4593.970
2022 01 20 16 00 00 1 4593.993
2022 01 20 15 45 00 1 4594.021
2022 01 20 15 30 00 1 4594.053
2022 01 20 15 15 00 1 4594.087
2022 01 20 15 00 00 1 4594.124
2022 01 20 14 45 00 1 4594.162
2022 01 20 14 30 00 1 4594.204
2022 01 20 14 15 00 1 4594.245
2022 01 20 14 00 00 1 4594.283
2022 01 20 13 45 00 1 4594.321
2022 01 20 13 30 00 1 4594.360
2022 01 20 13 15 00 1 4594.395
2022 01 20 13 00 00 1 4594.430
2022 01 20 12 45 00 1 4594.460
2022 01 20 12 30 00 1 4594.489
2022 01 20 12 15 00 1 4594.513
2022 01 20 12 00 00 1 4594.534
2022 01 20 11 45 00 1 4594.555
2022 01 20 11 30 00 1 4594.569
2022 01 20 11 15 00 1 4594.581
2022 01 20 11 00 00 1 4594.590
2022 01 20 10 45 00 1 4594.594
2022 01 20 10 30 00 1 4594.597
2022 01 20 10 15 00 1 4594.596
2022 01 20 10 00 00 1 4594.590
2022 01 20 09 45 00 1 4594.583
2022 01 20 09 30 00 1 4594.573
2022 01 20 09 15 00 1 4594.565
2022 01 20 09 00 00 1 4594.554
2022 01 20 08 45 00 1 4594.542
2022 01 20 08 30 00 1 4594.530
2022 01 20 08 15 00 1 4594.518
2022 01 20 08 00 00 1 4594.510
2022 01 20 07 45 00 1 4594.500
2022 01 20 07 30 00 1 4594.490
2022 01 20 07 15 00 1 4594.486
2022 01 20 07 00 00 1 4594.483
2022 01 20 06 45 00 1 4594.481
2022 01 20 06 30 00 1 4594.482
2022 01 20 06 15 00 1 4594.483
2022 01 20 06 00 00 1 4594.491
2022 01 20 05 45 00 1 4594.504
2022 01 20 05 30 00 1 4594.522
2022 01 20 05 15 00 1 4594.545
2022 01 20 05 00 00 1 4594.569
2022 01 20 04 45 00 1 4594.601
2022 01 20 04 30 00 1 4594.635
2022 01 20 04 15 00 1 4594.671
2022 01 20 04 00 00 1 4594.708
2022 01 20 03 45 00 1 4594.748
2022 01 20 03 30 00 1 4594.787
2022 01 20 03 15 00 1 4594.825
2022 01 20 03 00 00 1 4594.862
2022 01 20 02 45 00 1 4594.899
2022 01 20 02 30 00 1 4594.936
2022 01 20 02 15 00 1 4594.970
2022 01 20 02 00 00 1 4595.001
2022 01 20 01 45 00 1 4595.031
2022 01 20 01 30 00 1 4595.054
2022 01 20 01 15 00 1 4595.076
2022 01 20 01 00 00 1 4595.092
2022 01 20 00 45 00 1 4595.101
2022 01 20 00 30 00 1 4595.106
2022 01 20 00 15 00 1 4595.106
2022 01 20 00 00 00 1 4595.099
2022 01 19 23 45 00 1 4595.089
2022 01 19 23 30 00 1 4595.072
2022 01 19 23 15 00 1 4595.047
2022 01 19 23 00 00 1 4595.015
2022 01 19 22 45 00 1 4594.977
2022 01 19 22 30 00 1 4594.933
2022 01 19 22 15 00 1 4594.884
2022 01 19 22 00 00 1 4594.831
2022 01 19 21 45 00 1 4594.774
2022 01 19 21 30 00 1 4594.717
2022 01 19 21 15 00 1 4594.655
2022 01 19 21 00 00 1 4594.592
2022 01 19 20 45 00 1 4594.525
2022 01 19 20 30 00 1 4594.459
2022 01 19 20 15 00 1 4594.396
2022 01 19 20 00 00 1 4594.328
2022 01 19 19 45 00 1 4594.268
2022 01 19 19 30 00 1 4594.207
2022 01 19 19 15 00 1 4594.147
2022 01 19 19 00 00 1 4594.090
2022 01 19 18 45 00 1 4594.039
2022 01 19 18 30 00 1 4593.998
2022 01 19 18 15 00 1 4593.959
2022 01 19 18 00 00 1 4593.925
2022 01 19 17 45 00 1 4593.896
2022 01 19 17 30 00 1 4593.872
2022 01 19 17 15 00 1 4593.860
2022 01 19 17 00 00 1 4593.853
2022 01 19 16 45 00 1 4593.853
2022 01 19 16 30 00 1 4593.858
2022 01 19 16 15 00 1 4593.870
2022 01 19 16 00 00 1 4593.892
2022 01 19 15 45 00 1 4593.918
2022 01 19 15 30 00 1 4593.946
2022 01 19 15 15 00 1 4593.977
2022 01 19 15 00 00 1 4594.010
2022 01 19 14 45 00 1 4594.048
2022 01 19 14 30 00 1 4594.089
2022 01 19 14 15 00 1 4594.130
2022 01 19 14 00 00 1 4594.175
2022 01 19 13 45 00 1 4594.216
2022 01 19 13 30 00 1 4594.258
2022 01 19 13 15 00 1 4594.301
2022 01 19 13 00 00 1 4594.343
2022 01 19 12 45 00 1 4594.382
2022 01 19 12 30 00 1 4594.421
2022 01 19 12 15 00 1 4594.456
2022 01 19 12 00 00 1 4594.488
2022 01 19 11 45 00 1 4594.517
2022 01 19 11 30 00 1 4594.541
2022 01 19 11 15 00 1 4594.564
2022 01 19 11 00 00 1 4594.580
2022 01 19 10 45 00 1 4594.593
2022 01 19 10 30 00 1 4594.603
2022 01 19 10 15 00 1 4594.606
2022 01 19 10 00 00 1 4594.606
2022 01 19 09 45 00 1 4594.600
2022 01 19 09 30 00 1 4594.594
2022 01 19 09 15 00 1 4594.587
2022 01 19 09 00 00 1 4594.576
2022 01 19 08 45 00 1 4594.565
2022 01 19 08 30 00 1 4594.555
2022 01 19 08 15 00 1 4594.542
2022 01 19 08 00 00 1 4594.529
2022 01 19 07 45 00 1 4594.517
2022 01 19 07 30 00 1 4594.507
2022 01 19 07 15 00 1 4594.496
2022 01 19 07 00 00 1 4594.487
2022 01 19 06 45 00 1 4594.479
2022 01 19 06 30 00 1 4594.473
2022 01 19 06 15 00 1 4594.469
2022 01 19 06 00 00 1 4594.468
2022 01 19 05 45 00 1 4594.469
2022 01 19 05 30 00 1 4594.478
2022 01 19 05 15 00 1 4594.492
2022 01 19 05 00 00 1 4594.508
2022 01 19 04 45 00 1 4594.534
2022 01 19 04 30 00 1 4594.560
2022 01 19 04 15 00 1 4594.588
2022 01 19 04 00 00 1 4594.623
2022 01 19 03 45 00 1 4594.659
2022 01 19 03 30 00 1 4594.700
2022 01 19 03 15 00 1 4594.738
2022 01 19 03 00 00 1 4594.779
2022 01 19 02 45 00 1 4594.817
2022 01 19 02 30 00 1 4594.857
2022 01 19 02 15 00 1 4594.896
2022 01 19 02 00 00 1 4594.935
2022 01 19 01 45 00 1 4594.971
2022 01 19 01 30 00 1 4595.008
2022 01 19 01 15 00 1 4595.039
2022 01 19 01 00 00 1 4595.060
2022 01 19 00 45 00 1 4595.082
2022 01 19 00 30 00 1 4595.101
2022 01 19 00 15 00 1 4595.110
2022 01 19 00 00 00 1 4595.117
2022 01 18 23 45 00 1 4595.120
2022 01 18 23 30 00 1 4595.113
2022 01 18 23 15 00 1 4595.103
2022 01 18 23 00 00 1 4595.084
2022 01 18 22 45 00 1 4595.053
2022 01 18 22 30 00 1 4595.025
2022 01 18 22 15 00 1 4594.986
2022 01 18 22 00 00 1 4594.941
2022 01 18 21 45 00 1 4594.892
2022 01 18 21 30 00 1 4594.836
2022 01 18 21 15 00 1 4594.775
2022 01 18 21 00 00 1 4594.710
2022 01 18 20 45 00 1 4594.645
2022 01 18 20 30 00 1 4594.579
2022 01 18 20 15 00 1 4594.513
2022 01 18 20 00 00 1 4594.446
2022 01 18 19 45 00 1 4594.380
2022 01 18 19 30 00 1 4594.311
2022 01 18 19 15 00 1 4594.244
2022 01 18 19 00 00 1 4594.176
2022 01 18 18 45 00 1 4594.118
2022 01 18 18 30 00 1 4594.063
2022 01 18 18 15 00 1 4594.016
2022 01 18 18 00 00 1 4593.969
2022 01 18 17 45 00 1 4593.928
2022 01 18 17 30 00 1 4593.892
2022 01 18 17 15 00 1 4593.861
2022 01 18 17 00 00 1 4593.845
2022 01 18 16 45 00 1 4593.832
2022 01 18 16 30 00 1 4593.826
2022 01 18 16 15 00 1 4593.826
2022 01 18 16 00 00 1 4593.835
2022 01 18 15 45 00 1 4593.848
2022 01 18 15 30 00 1 4593.866
2022 01 18 15 15 00 1 4593.893
2022 01 18 15 00 00 1 4593.925
2022 01 18 14 45 00 1 4593.961
2022 01 18 14 30 00 1 4594.003
2022 01 18 14 15 00 1 4594.044
2022 01 18 14 00 00 1 4594.088
2022 01 18 13 45 00 1 4594.129
2022 01 18 13 30 00 1 4594.178
2022 01 18 13 15 00 1 4594.227
2022 01 18 13 00 00 1 4594.271
2022 01 18 12 45 00 1 4594.315
2022 01 18 12 30 00 1 4594.359
2022 01 18 12 15 00 1 4594.398
2022 01 18 12 00 00 1 4594.437
2022 01 18 11 45 00 1 4594.472
2022 01 18 11 30 00 1 4594.501
2022 01 18 11 15 00 1 4594.530
2022 01 18 11 00 00 1 4594.557
2022 01 18 10 45 00 1 4594.573
2022 01 18 10 30 00 1 4594.589
2022 01 18 10 15 00 1 4594.598
2022 01 18 10 00 00 1 4594.608
2022 01 18 09 45 00 1 4594.610
2022 01 18 09 30 00 1 4594.610
2022 01 18 09 15 00 1 4594.607
2022 01 18 09 00 00 1 4594.597
2022 01 18 08 45 00 1 4594.589
2022 01 18 08 30 00 1 4594.577
2022 01 18 08 15 00 1 4594.567
2022 01 18 08 00 00 1 4594.550
2022 01 18 07 45 00 1 4594.534
2022 01 18 07 30 00 1 4594.514
2022 01 18 07 15 00 1 4594.497
2022 01 18 07 00 00 1 4594.480
2022 01 18 06 45 00 1 4594.469
2022 01 18 06 30 00 1 4594.464
2022 01 18 06 15 00 1 4594.462
2022 01 18 06 00 00 1 4594.448
2022 01 18 05 45 00 1 4594.448
2022 01 18 05 30 00 1 4594.452
2022 01 18 05 15 00 1 4594.455
2022 01 18 05 00 00 1 4594.467
2022 01 18 04 45 00 1 4594.477
2022 01 18 04 30 00 1 4594.502
2022 01 18 04 15 00 1 4594.529
2022 01 18 04 00 00 1 4594.554
2022 01 18 03 45 00 1 4594.588
2022 01 18 03 30 00 1 4594.621
2022 01 18 03 15 00 1 4594.662
2022 01 18 03 00 00 1 4594.702
2022 01 18 02 45 00 1 4594.745
2022 01 18 02 30 00 1 4594.788
2022 01 18 02 15 00 1 4594.835
2022 01 18 02 00 00 1 4594.879
2022 01 18 01 45 00 1 4594.919
2022 01 18 01 30 00 1 4594.956
2022 01 18 01 15 00 1 4594.998
2022 01 18 01 00 00 1 4595.034
2022 01 18 00 45 00 1 4595.067
2022 01 18 00 30 00 1 4595.094
2022 01 18 00 15 00 1 4595.115
2022 01 18 00 00 00 1 4595.137
2022 01 17 23 45 00 1 4595.143
2022 01 17 23 30 00 1 4595.147
2022 01 17 23 15 00 1 4595.148
2022 01 17 23 00 00 1 4595.141
2022 01 17 22 45 00 1 4595.128
2022 01 17 22 30 00 1 4595.109
2022 01 17 22 15 00 1 4595.082
2022 01 17 22 00 00 1 4595.048
2022 01 17 21 45 00 1 4595.008
2022 01 17 21 30 00 1 4594.962
2022 01 17 21 15 00 1 4594.905
2022 01 17 21 00 00 1 4594.846
2022 01 17 20 45 00 1 4594.787
2022 01 17 20 30 00 1 4594.720
2022 01 17 20 15 00 1 4594.651
2022 01 17 20 00 00 1 4594.580
2022 01 17 19 45 00 1 4594.510
2022 01 17 19 30 00 1 4594.443
2022 01 17 19 15 00 1 4594.372
2022 01 17 19 00 00 1 4594.304
2022 01 17 18 45 00 1 4594.237
2022 01 17 18 30 00 1 4594.172
2022 01 17 18 15 00 1 4594.111
2022 01 17 18 00 00 1 4594.053
2022 01 17 17 45 00 1 4594.003
2022 01 17 17 30 00 1 4593.958
2022 01 17 17 15 00 1 4593.916
2022 01 17 17 00 00 1 4593.880
2022 01 17 16 45 00 1 4593.852
2022 01 17 16 30 00 1 4593.831
2022 01 17 16 15 00 1 4593.822
2022 01 17 16 00 00 1 4593.817
2022 01 17 15 45 00 1 4593.816
2022 01 17 15 30 00 1 4593.829
2022 01 17 15 15 00 1 4593.844
2022 01 17 15 00 00 1 4593.869
2022 01 17 14 45 00 1 4593.897
2022 01 17 14 30 00 1 4593.928
2022 01 17 14 15 00 1 4593.960
2022 01 17 14 00 00 1 4594.002
2022 01 17 13 45 00 1 4594.039
2022 01 17 13 30 00 1 4594.084
2022 01 17 13 15 00 1 4594.133
2022 01 17 13 00 00 1 4594.181
2022 01 17 12 45 00 1 4594.223
