FID,wmo_id,measurement,deploy_no,site_name,LATITUDE,LONGITUDE,TIME,instrument_type,SPCC,BOT_DEPTH,WHTH,SPWP,WMXH,WPMH,VDIR,DSDW,SIF,RDUR,geom
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2d05,55036,306752,578,Gold Coast,-27.95,153.43,2020-02-15T16:30:00Z,directional,1,16,1,10.2,1.5,7.1,104,21,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2d04,55036,306765,578,Gold Coast,-27.95,153.43,2020-02-15T17:30:00Z,directional,1,16,1.1,9.8,1.7,7.6,100,19,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2d03,55036,306776,578,Gold Coast,-27.95,153.43,2020-02-15T18:30:00Z,directional,1,16,1,9.4,1.6,7.3,104,12,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2d02,55036,306791,578,Gold Coast,-27.95,153.43,2020-02-15T19:30:00Z,directional,1,16,1.1,9.4,2.2,6.9,108,19,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2d01,55036,306806,578,Gold Coast,-27.95,153.43,2020-02-15T20:30:00Z,directional,1,16,1,9.2,1.6,6.7,96,14,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2d00,55036,306817,578,Gold Coast,-27.95,153.43,2020-02-15T21:30:00Z,directional,1,16,1,9.1,1.8,7.3,104,21,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cff,55036,306838,578,Gold Coast,-27.95,153.43,2020-02-15T22:30:00Z,directional,1,16,1,9.2,1.8,7.1,100,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cfe,55036,306839,578,Gold Coast,-27.95,153.43,2020-02-15T23:30:00Z,directional,1,16,0.9,9.6,1.5,7.2,104,21,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cfd,55036,306855,578,Gold Coast,-27.95,153.43,2020-02-16T00:30:00Z,directional,1,16,1.1,9.2,1.6,7.1,100,20,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cfc,55036,306867,578,Gold Coast,-27.95,153.43,2020-02-16T01:30:00Z,directional,1,16,1.1,8.4,1.9,6.9,104,24,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cfb,55036,306880,578,Gold Coast,-27.95,153.43,2020-02-16T02:30:00Z,directional,1,16,1.1,8.8,1.8,6.6,100,24,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cfa,55036,306893,578,Gold Coast,-27.95,153.43,2020-02-16T03:30:00Z,directional,1,16,1,8.9,1.7,5.9,104,25,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf9,55036,306905,578,Gold Coast,-27.95,153.43,2020-02-16T04:30:00Z,directional,1,16,1.1,8.5,2,6.6,96,18,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf8,55036,306919,578,Gold Coast,-27.95,153.43,2020-02-16T05:30:00Z,directional,1,16,1.1,8.1,1.8,5.7,96,18,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf7,55036,306931,578,Gold Coast,-27.95,153.43,2020-02-16T06:30:00Z,directional,1,16,1.2,8.5,2.5,6.1,96,20,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf6,55036,306954,578,Gold Coast,-27.95,153.43,2020-02-16T07:30:00Z,directional,1,16,1.4,7.9,2.1,5.9,88,21,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf5,55036,306955,578,Gold Coast,-27.95,153.43,2020-02-16T08:30:00Z,directional,1,16,1.3,8.9,1.9,6.2,108,17,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf4,55036,306970,578,Gold Coast,-27.95,153.43,2020-02-16T09:30:00Z,directional,1,16,1.2,9.3,2.1,5.5,96,11,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf3,55036,306980,578,Gold Coast,-27.95,153.43,2020-02-16T10:30:00Z,directional,1,16,1.2,9.2,1.9,6,100,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf2,55036,306995,578,Gold Coast,-27.95,153.43,2020-02-16T11:30:00Z,directional,1,16,1.1,8.8,2,5.7,100,20,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf1,55036,307007,578,Gold Coast,-27.95,153.43,2020-02-16T12:30:00Z,directional,1,16,1,10.2,1.5,5.9,88,13,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cf0,55036,307021,578,Gold Coast,-27.95,153.43,2020-02-16T14:30:00Z,directional,1,16,1.1,10.1,1.7,5.9,112,24,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cef,55036,307033,578,Gold Coast,-27.95,153.43,2020-02-16T15:30:00Z,directional,1,16,1.2,9.9,1.8,6,92,13,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cee,55036,307045,578,Gold Coast,-27.95,153.43,2020-02-16T16:30:00Z,directional,1,16,1,10.1,1.7,5.9,108,27,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ced,55036,307058,578,Gold Coast,-27.95,153.43,2020-02-16T17:30:00Z,directional,1,16,0.9,10.2,1.7,5.3,100,18,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cec,55036,307072,578,Gold Coast,-27.95,153.43,2020-02-16T18:30:00Z,directional,1,16,0.9,9.7,1.6,5.5,100,26,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ceb,55036,307092,578,Gold Coast,-27.95,153.43,2020-02-16T19:30:00Z,directional,1,16,1.1,9.6,2,5.8,96,16,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cea,55036,307093,578,Gold Coast,-27.95,153.43,2020-02-16T20:30:00Z,directional,1,16,1.1,8.8,1.9,6.3,100,16,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce9,55036,307110,578,Gold Coast,-27.95,153.43,2020-02-16T21:30:00Z,directional,1,16,1,9.4,1.6,6,88,16,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce8,55036,307122,578,Gold Coast,-27.95,153.43,2020-02-16T22:30:00Z,directional,1,16,1.1,9.3,1.9,6.1,100,15,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce7,55036,307136,578,Gold Coast,-27.95,153.43,2020-02-16T23:30:00Z,directional,1,16,1,8.9,1.7,6,92,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce6,55036,307155,578,Gold Coast,-27.95,153.43,2020-02-17T00:30:00Z,directional,1,16,1.1,9.5,1.8,6.2,92,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce5,55036,307156,578,Gold Coast,-27.95,153.43,2020-02-17T01:30:00Z,directional,1,16,1,8.8,1.7,5.9,104,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce4,55036,307175,578,Gold Coast,-27.95,153.43,2020-02-17T02:30:00Z,directional,1,16,1,8.6,1.6,6,92,21,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce3,55036,307194,578,Gold Coast,-27.95,153.43,2020-02-17T03:30:00Z,directional,1,16,1,8.9,1.9,5.9,100,20,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce2,55036,307195,578,Gold Coast,-27.95,153.43,2020-02-17T04:30:00Z,directional,1,16,1.1,8.6,1.7,6.2,104,18,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce1,55036,307212,578,Gold Coast,-27.95,153.43,2020-02-17T05:30:00Z,directional,1,16,1,8.5,1.8,5.9,104,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2ce0,55036,307224,578,Gold Coast,-27.95,153.43,2020-02-17T06:30:00Z,directional,1,16,1,9.1,1.7,5.2,92,24,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cdf,55036,307236,578,Gold Coast,-27.95,153.43,2020-02-17T07:30:00Z,directional,1,16,1,9.2,1.9,5.8,100,17,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cde,55036,307254,578,Gold Coast,-27.95,153.43,2020-02-17T08:30:00Z,directional,1,16,1,8.9,1.5,5.7,96,22,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cdd,55036,307255,578,Gold Coast,-27.95,153.43,2020-02-17T09:30:00Z,directional,1,16,1.1,8.9,1.9,5.6,100,23,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cdc,55036,307272,578,Gold Coast,-27.95,153.43,2020-02-17T10:30:00Z,directional,1,16,1.1,9.4,1.9,5.2,108,16,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cdb,55036,307287,578,Gold Coast,-27.95,153.43,2020-02-17T11:30:00Z,directional,1,16,1.1,9.8,2,5.8,112,23,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cda,55036,307299,578,Gold Coast,-27.95,153.43,2020-02-17T12:30:00Z,directional,1,16,1.2,9.4,2,5.9,112,15,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cd9,55036,307313,578,Gold Coast,-27.95,153.43,2020-02-17T14:30:00Z,directional,1,16,1.1,9.2,2.2,6.1,112,26,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cd8,55036,307324,578,Gold Coast,-27.95,153.43,2020-02-17T15:30:00Z,directional,1,16,1,9.6,1.9,6.1,108,19,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cd7,55036,307336,578,Gold Coast,-27.95,153.43,2020-02-17T16:30:00Z,directional,1,16,1.1,9.4,1.8,6.3,104,26,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cd6,55036,307350,578,Gold Coast,-27.95,153.43,2020-02-17T17:30:00Z,directional,1,16,1,9.7,1.6,6.3,108,17,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cd5,55036,307363,578,Gold Coast,-27.95,153.43,2020-02-17T18:30:00Z,directional,1,16,1.1,10.3,1.8,6.8,108,20,0.8,1597,POINT (153.43 -27.95)
aodn_wave_nrt_timeseries_data.fid--2efc2349_17055012137_-2cd4,55036,307375,578,Gold Coast,-27.95,153.43,2020-02-17T19:30:00Z,directional,1,16,1.1,9.3,1.8,6.7,112,14,0.8,1597,POINT (153.43 -27.95)
