#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -      m
2022 02 23 12 00 00 1 4951.901
2022 02 23 11 45 00 1 4951.935
2022 02 23 11 30 00 1 4951.962
2022 02 23 11 15 00 1 4951.986
2022 02 23 11 00 00 1 4952.007
2022 02 23 10 45 00 1 4952.021
2022 02 23 10 30 00 1 4952.031
2022 02 23 10 15 00 1 4952.035
2022 02 23 10 00 00 1 4952.033
2022 02 23 09 45 00 1 4952.024
2022 02 23 09 30 00 1 4952.013
2022 02 23 09 15 00 1 4951.993
2022 02 23 09 00 00 1 4951.968
2022 02 23 08 45 00 1 4951.941
2022 02 23 08 30 00 1 4951.912
2022 02 23 08 15 00 1 4951.876
2022 02 23 08 00 00 1 4951.840
2022 02 23 07 45 00 1 4951.802
2022 02 23 07 30 00 1 4951.760
2022 02 23 07 15 00 1 4951.714
2022 02 23 07 00 00 1 4951.670
2022 02 23 06 45 00 1 4951.625
2022 02 23 06 30 00 1 4951.579
2022 02 23 06 15 00 1 4951.533
2022 02 23 06 00 00 1 4951.492
2022 02 23 05 45 00 1 4951.454
2022 02 23 05 30 00 1 4951.419
2022 02 23 05 15 00 1 4951.387
2022 02 23 05 00 00 1 4951.361
2022 02 23 04 45 00 1 4951.341
2022 02 23 04 30 00 1 4951.329
2022 02 23 04 15 00 1 4951.320
2022 02 23 04 00 00 1 4951.321
2022 02 23 03 45 00 1 4951.327
2022 02 23 03 30 00 1 4951.338
2022 02 23 03 15 00 1 4951.355
2022 02 23 03 00 00 1 4951.378
2022 02 23 02 45 00 1 4951.407
2022 02 23 02 30 00 1 4951.440
2022 02 23 02 15 00 1 4951.481
2022 02 23 02 00 00 1 4951.525
2022 02 23 01 45 00 1 4951.571
2022 02 23 01 30 00 1 4951.623
2022 02 23 01 15 00 1 4951.676
2022 02 23 01 00 00 1 4951.730
2022 02 23 00 45 00 1 4951.786
2022 02 23 00 30 00 1 4951.838
2022 02 23 00 15 00 1 4951.889
2022 02 23 00 00 00 1 4951.940
2022 02 22 23 45 00 1 4951.986
2022 02 22 23 30 00 1 4952.030
2022 02 22 23 15 00 1 4952.070
2022 02 22 23 00 00 1 4952.105
2022 02 22 22 45 00 1 4952.137
2022 02 22 22 30 00 1 4952.161
2022 02 22 22 15 00 1 4952.178
2022 02 22 22 00 00 1 4952.189
2022 02 22 21 45 00 1 4952.194
2022 02 22 21 30 00 1 4952.194
2022 02 22 21 15 00 1 4952.187
2022 02 22 21 00 00 1 4952.176
2022 02 22 20 45 00 1 4952.157
2022 02 22 20 30 00 1 4952.133
2022 02 22 20 15 00 1 4952.102
2022 02 22 20 00 00 1 4952.068
2022 02 22 19 45 00 1 4952.023
2022 02 22 19 30 00 1 4951.977
2022 02 22 19 15 00 1 4951.924
2022 02 22 19 00 00 1 4951.873
2022 02 22 18 45 00 1 4951.814
2022 02 22 18 30 00 1 4951.758
2022 02 22 18 15 00 1 4951.704
2022 02 22 18 00 00 1 4951.648
2022 02 22 17 45 00 1 4951.593
2022 02 22 17 30 00 1 4951.540
2022 02 22 17 15 00 1 4951.492
2022 02 22 17 00 00 1 4951.446
2022 02 22 16 45 00 1 4951.403
2022 02 22 16 30 00 1 4951.364
2022 02 22 16 15 00 1 4951.329
2022 02 22 16 00 00 1 4951.307
2022 02 22 15 45 00 1 4951.290
2022 02 22 15 30 00 1 4951.277
2022 02 22 15 15 00 1 4951.271
2022 02 22 15 00 00 1 4951.276
2022 02 22 14 45 00 1 4951.284
2022 02 22 14 30 00 1 4951.300
2022 02 22 14 15 00 1 4951.323
2022 02 22 14 00 00 1 4951.354
2022 02 22 13 45 00 1 4951.390
2022 02 22 13 30 00 1 4951.432
2022 02 22 13 15 00 1 4951.478
2022 02 22 13 00 00 1 4951.527
2022 02 22 12 45 00 1 4951.577
2022 02 22 12 30 00 1 4951.630
2022 02 22 12 15 00 1 4951.685
2022 02 22 12 00 00 1 4951.740
2022 02 22 11 45 00 1 4951.792
2022 02 22 11 30 00 1 4951.846
2022 02 22 11 15 00 1 4951.898
2022 02 22 11 00 00 1 4951.946
2022 02 22 10 45 00 1 4951.991
2022 02 22 10 30 00 1 4952.031
2022 02 22 10 15 00 1 4952.064
2022 02 22 10 00 00 1 4952.092
2022 02 22 09 45 00 1 4952.113
2022 02 22 09 30 00 1 4952.128
2022 02 22 09 15 00 1 4952.136
2022 02 22 09 00 00 1 4952.139
2022 02 22 08 45 00 1 4952.136
2022 02 22 08 30 00 1 4952.128
2022 02 22 08 15 00 1 4952.112
2022 02 22 08 00 00 1 4952.092
2022 02 22 07 45 00 1 4952.062
2022 02 22 07 30 00 1 4952.028
2022 02 22 07 15 00 1 4951.986
2022 02 22 07 00 00 1 4951.939
2022 02 22 06 45 00 1 4951.886
2022 02 22 06 30 00 1 4951.834
2022 02 22 06 15 00 1 4951.777
2022 02 22 06 00 00 1 4951.719
2022 02 22 05 45 00 1 4951.660
2022 02 22 05 30 00 1 4951.603
2022 02 22 05 15 00 1 4951.544
2022 02 22 05 00 00 1 4951.489
2022 02 22 04 45 00 1 4951.438
2022 02 22 04 30 00 1 4951.391
2022 02 22 04 15 00 1 4951.349
2022 02 22 04 00 00 1 4951.313
2022 02 22 03 45 00 1 4951.284
2022 02 22 03 30 00 1 4951.262
2022 02 22 03 15 00 1 4951.248
2022 02 22 03 00 00 1 4951.243
2022 02 22 02 45 00 1 4951.240
2022 02 22 02 30 00 1 4951.247
2022 02 22 02 15 00 1 4951.262
2022 02 22 02 00 00 1 4951.284
2022 02 22 01 45 00 1 4951.314
2022 02 22 01 30 00 1 4951.350
2022 02 22 01 15 00 1 4951.393
2022 02 22 01 00 00 1 4951.445
2022 02 22 00 45 00 1 4951.501
2022 02 22 00 30 00 1 4951.559
2022 02 22 00 15 00 1 4951.619
2022 02 22 00 00 00 1 4951.684
2022 02 21 23 45 00 1 4951.747
2022 02 21 23 30 00 1 4951.810
2022 02 21 23 15 00 1 4951.873
2022 02 21 23 00 00 1 4951.931
2022 02 21 22 45 00 1 4951.985
2022 02 21 22 30 00 1 4952.037
2022 02 21 22 15 00 1 4952.088
2022 02 21 22 00 00 1 4952.134
2022 02 21 21 45 00 1 4952.171
2022 02 21 21 30 00 1 4952.204
2022 02 21 21 15 00 1 4952.227
2022 02 21 21 00 00 1 4952.246
2022 02 21 20 45 00 1 4952.256
2022 02 21 20 30 00 1 4952.259
2022 02 21 20 15 00 1 4952.252
2022 02 21 20 00 00 1 4952.237
2022 02 21 19 45 00 1 4952.214
2022 02 21 19 30 00 1 4952.184
2022 02 21 19 15 00 1 4952.144
2022 02 21 19 00 00 1 4952.099
2022 02 21 18 45 00 1 4952.046
2022 02 21 18 30 00 1 4951.988
2022 02 21 18 15 00 1 4951.927
2022 02 21 18 00 00 1 4951.861
2022 02 21 17 45 00 1 4951.793
2022 02 21 17 30 00 1 4951.722
2022 02 21 17 15 00 1 4951.655
2022 02 21 17 00 00 1 4951.587
2022 02 21 16 45 00 1 4951.519
2022 02 21 16 30 00 1 4951.455
2022 02 21 16 15 00 1 4951.393
2022 02 21 16 00 00 1 4951.339
2022 02 21 15 45 00 1 4951.291
2022 02 21 15 30 00 1 4951.248
2022 02 21 15 15 00 1 4951.212
2022 02 21 15 00 00 1 4951.186
2022 02 21 14 45 00 1 4951.169
2022 02 21 14 30 00 1 4951.162
2022 02 21 14 15 00 1 4951.164
2022 02 21 14 00 00 1 4951.174
2022 02 21 13 45 00 1 4951.192
2022 02 21 13 30 00 1 4951.219
2022 02 21 13 15 00 1 4951.255
2022 02 21 13 00 00 1 4951.298
2022 02 21 12 45 00 1 4951.348
2022 02 21 12 30 00 1 4951.401
2022 02 21 12 15 00 1 4951.462
2022 02 21 12 00 00 1 4951.525
2022 02 21 11 45 00 1 4951.592
2022 02 21 11 30 00 1 4951.662
2022 02 21 11 15 00 1 4951.730
2022 02 21 11 00 00 1 4951.798
2022 02 21 10 45 00 1 4951.868
2022 02 21 10 30 00 1 4951.931
2022 02 21 10 15 00 1 4951.991
2022 02 21 10 00 00 1 4952.049
2022 02 21 09 45 00 1 4952.097
2022 02 21 09 30 00 1 4952.143
2022 02 21 09 15 00 1 4952.179
2022 02 21 09 00 00 1 4952.210
2022 02 21 08 45 00 1 4952.233
2022 02 21 08 30 00 1 4952.251
2022 02 21 08 15 00 1 4952.256
2022 02 21 08 00 00 1 4952.257
2022 02 21 07 45 00 1 4952.248
2022 02 21 07 30 00 1 4952.229
2022 02 21 07 15 00 1 4952.203
2022 02 21 07 00 00 1 4952.171
2022 02 21 06 45 00 1 4952.127
2022 02 21 06 30 00 1 4952.077
2022 02 21 06 15 00 1 4952.023
2022 02 21 06 00 00 1 4951.960
2022 02 21 05 45 00 1 4951.894
2022 02 21 05 30 00 1 4951.823
2022 02 21 05 15 00 1 4951.749
2022 02 21 05 00 00 1 4951.676
2022 02 21 04 45 00 1 4951.605
2022 02 21 04 30 00 1 4951.531
2022 02 21 04 15 00 1 4951.467
2022 02 21 04 00 00 1 4951.405
2022 02 21 03 45 00 1 4951.347
2022 02 21 03 30 00 1 4951.293
2022 02 21 03 15 00 1 4951.249
2022 02 21 03 00 00 1 4951.211
2022 02 21 02 45 00 1 4951.179
2022 02 21 02 30 00 1 4951.156
2022 02 21 02 15 00 1 4951.143
2022 02 21 02 00 00 1 4951.138
2022 02 21 01 45 00 1 4951.144
2022 02 21 01 30 00 1 4951.158
2022 02 21 01 15 00 1 4951.183
2022 02 21 01 00 00 1 4951.212
2022 02 21 00 45 00 1 4951.252
2022 02 21 00 30 00 1 4951.301
2022 02 21 00 15 00 1 4951.356
2022 02 21 00 00 00 1 4951.416
2022 02 20 23 45 00 1 4951.482
2022 02 20 23 30 00 1 4951.552
2022 02 20 23 15 00 1 4951.624
2022 02 20 23 00 00 1 4951.700
2022 02 20 22 45 00 1 4951.773
2022 02 20 22 30 00 1 4951.844
2022 02 20 22 15 00 1 4951.917
2022 02 20 22 00 00 1 4951.984
2022 02 20 21 45 00 1 4952.049
2022 02 20 21 30 00 1 4952.108
2022 02 20 21 15 00 1 4952.163
2022 02 20 21 00 00 1 4952.208
2022 02 20 20 45 00 1 4952.247
2022 02 20 20 30 00 1 4952.279
2022 02 20 20 15 00 1 4952.300
2022 02 20 20 00 00 1 4952.309
2022 02 20 19 45 00 1 4952.312
2022 02 20 19 30 00 1 4952.304
2022 02 20 19 15 00 1 4952.283
2022 02 20 19 00 00 1 4952.256
2022 02 20 18 45 00 1 4952.217
2022 02 20 18 30 00 1 4952.170
2022 02 20 18 15 00 1 4952.117
2022 02 20 18 00 00 1 4952.057
2022 02 20 17 45 00 1 4951.988
2022 02 20 17 30 00 1 4951.916
2022 02 20 17 15 00 1 4951.841
2022 02 20 17 00 00 1 4951.760
2022 02 20 16 45 00 1 4951.680
2022 02 20 16 30 00 1 4951.596
2022 02 20 16 15 00 1 4951.519
2022 02 20 16 00 00 1 4951.444
2022 02 20 15 45 00 1 4951.374
2022 02 20 15 30 00 1 4951.305
2022 02 20 15 15 00 1 4951.242
2022 02 20 15 00 00 1 4951.188
2022 02 20 14 45 00 1 4951.141
2022 02 20 14 30 00 1 4951.104
2022 02 20 14 15 00 1 4951.079
2022 02 20 14 00 00 1 4951.061
2022 02 20 13 45 00 1 4951.056
2022 02 20 13 30 00 1 4951.058
2022 02 20 13 15 00 1 4951.070
2022 02 20 13 00 00 1 4951.092
2022 02 20 12 45 00 1 4951.127
2022 02 20 12 30 00 1 4951.168
2022 02 20 12 15 00 1 4951.219
2022 02 20 12 00 00 1 4951.276
2022 02 20 11 45 00 1 4951.342
2022 02 20 11 30 00 1 4951.413
2022 02 20 11 15 00 1 4951.491
2022 02 20 11 00 00 1 4951.568
2022 02 20 10 45 00 1 4951.649
2022 02 20 10 30 00 1 4951.729
2022 02 20 10 15 00 1 4951.808
2022 02 20 10 00 00 1 4951.887
2022 02 20 09 45 00 1 4951.960
2022 02 20 09 30 00 1 4952.029
2022 02 20 09 15 00 1 4952.094
2022 02 20 09 00 00 1 4952.154
2022 02 20 08 45 00 1 4952.207
2022 02 20 08 30 00 1 4952.253
2022 02 20 08 15 00 1 4952.291
2022 02 20 08 00 00 1 4952.318
2022 02 20 07 45 00 1 4952.338
2022 02 20 07 30 00 1 4952.351
2022 02 20 07 15 00 1 4952.347
2022 02 20 07 00 00 1 4952.337
2022 02 20 06 45 00 1 4952.316
2022 02 20 06 30 00 1 4952.282
2022 02 20 06 15 00 1 4952.240
2022 02 20 06 00 00 1 4952.188
2022 02 20 05 45 00 1 4952.129
2022 02 20 05 30 00 1 4952.062
2022 02 20 05 15 00 1 4951.990
2022 02 20 05 00 00 1 4951.914
2022 02 20 04 45 00 1 4951.832
2022 02 20 04 30 00 1 4951.748
2022 02 20 04 15 00 1 4951.665
2022 02 20 04 00 00 1 4951.583
2022 02 20 03 45 00 1 4951.506
2022 02 20 03 30 00 1 4951.431
2022 02 20 03 15 00 1 4951.362
2022 02 20 03 00 00 1 4951.294
2022 02 20 02 45 00 1 4951.234
2022 02 20 02 30 00 1 4951.178
2022 02 20 02 15 00 1 4951.134
2022 02 20 02 00 00 1 4951.099
2022 02 20 01 45 00 1 4951.072
2022 02 20 01 30 00 1 4951.057
2022 02 20 01 15 00 1 4951.054
2022 02 20 01 00 00 1 4951.060
2022 02 20 00 45 00 1 4951.076
2022 02 20 00 30 00 1 4951.102
2022 02 20 00 15 00 1 4951.138
2022 02 20 00 00 00 1 4951.183
